Date,Adani Ports & Special Economic Zone Ltd.,Asian Paints Ltd.,Axis Bank Ltd.,Bajaj Auto Ltd.,Bajaj Finance Ltd.,Bajaj Finserv Ltd.,Bharat Petroleum Corpn. Ltd.,Bharti Airtel Ltd.,Bharti Infratel Ltd.,Britannia Industries Ltd.,Cipla Ltd.,Coal India Ltd.,Dr. Reddy'S Laboratories Ltd.,Eicher Motors Ltd.,G A I L (India) Ltd.,Grasim Industries Ltd.,H C L Technologies Ltd.,H D F C Bank Ltd.,Hero Motocorp Ltd.,Hindalco Industries Ltd.,Hindustan Unilever Ltd.,Housing Development Finance Corpn. Ltd.,I C I C I Bank Ltd.,I T C Ltd.,Indian Oil Corpn. Ltd.,Indusind Bank Ltd.,Infosys Ltd.,J S W Steel Ltd.,Kotak Mahindra Bank Ltd.,Larsen & Toubro Ltd.,Mahindra & Mahindra Ltd.,Maruti Suzuki India Ltd.,N T P C Ltd.,Nestle India Ltd.,Oil & Natural Gas Corpn. Ltd.,Power Grid Corpn. Of India Ltd.,Reliance Industries Ltd.,Shree Cement Ltd.,State Bank Of India,Sun Pharmaceutical Inds. Ltd.,Tata Consultancy Services Ltd.,Tata Motors Ltd.,Tata Steel Ltd.,Tech Mahindra Ltd.,Titan Company Ltd.,U P L Ltd.,Ultratech Cement Ltd.,Vedanta Ltd.,Wipro Ltd.,Zee Entertainment Enterprises Ltd.
01-Jan-18,399.65,1143.65,565.5,3289.25,1725.65,5171.85,508.6,484.71,369.95,2369.12,611.5,266.65,2404.15,29893.15,186.99,1143.95,439.35,927.25,3749.1,271.15,1344.5,1683.75,310.3,262.3,194.97,1623.85,516.77,265.8,999.95,1260.7,744.65,9651.9,147.12,7863.2,192.35,200.2,901.21,17929.05,307.1,574.05,1322.8,424.45,711.11,503.1,852.45,503.83,4256.05,325.45,237.41,579.2
02-Jan-18,397.4,1142.75,559.5,3294.75,1724.65,5101.1,499.8,474.29,378.8,2328.03,607.8,270.05,2409.2,28670.15,185.38,1139.55,446.4,936.17,3743.85,271.9,1338.6,1703.25,309.7,260.75,193.2,1643.95,514.85,264.55,1003.2,1249.75,752.9,9554.05,149.08,7863.55,196.85,200.75,902.59,18000.35,303.25,572.15,1315.6,439.3,718.1,513.95,845.15,515.63,4252.3,327.75,239.02,578.15
03-Jan-18,407.65,1141.9,560.45,3241.05,1715.3,5099.45,494.9,475.8,378.65,2340.47,606.8,271.85,2339,28814.35,183.79,1127.2,448.65,926.33,3755.2,276.5,1350.35,1700.8,315,261.15,193.15,1630.25,510.65,268.7,1000.1,1275.3,754.9,9416.6,147.54,7860.1,193.45,201.65,906.21,18099.55,302.85,569.05,1319.33,433.9,723.66,519.45,856.3,517.2,4301.95,332.5,232.46,579.75
04-Jan-18,409.85,1172.05,559.9,3264.45,1754,5062.55,491.5,480.21,379.05,2313.2,616.75,277.8,2410.8,28570.75,186.26,1170.3,446.55,929.95,3738.9,279.8,1352.25,1703.2,314.7,261.55,193.65,1646.6,507.7,277.15,1000.4,1315.7,756,9386.25,147.58,7869.25,199.5,200.35,911.66,17978.35,308.5,581.2,1328.55,429.95,748.57,522.55,892.9,521.1,4345.5,339.1,233.74,580
05-Jan-18,423.8,1185.25,563.25,3279.85,1814.5,5127.2,487.7,495.82,372.6,2322.05,615.15,278.75,2473.4,29237,185.4,1214.2,450.02,931.8,3744.65,276.4,1356.55,1725.2,312.9,262.9,191.93,1698.2,506,285.1,1003.05,1314.9,756.35,9433.85,147.92,7856.75,198.45,201.25,914.58,18964.5,306.35,578.75,1344.6,431.6,758.86,525.45,909.7,516.13,4395.8,339.55,232.16,586.85
08-Jan-18,422.9,1182,565.45,3275.75,1836.85,5221.25,497.2,474.1,374.4,2346.88,615.05,287.45,2476.6,29197.4,186.52,1203,450.25,930.3,3786.75,276.15,1368.4,1740.95,314.15,265.6,194.28,1719.9,518.02,286,1006.1,1338.25,759.9,9448.95,148.04,7941.15,197.4,200.55,919.83,19374.35,305.8,591.6,1357.2,433.55,756.94,536.3,926.1,522.9,4425.3,340.25,233.36,593.9
09-Jan-18,421.1,1193.05,565.3,3243.5,1819.5,5156.4,496.1,468.09,368.4,2320.97,615.6,304.05,2457.8,28596.95,187.86,1237.5,446.93,931.85,3749.45,271.5,1361.3,1735.05,312.6,270.55,196.2,1725.05,520.67,284,1009.75,1332.75,762.45,9383.55,147.25,7779.25,197,201,932.11,19430.1,304.3,586.5,1354.5,437.55,760.44,533.85,932.95,527.07,4426.85,337.7,237.9,580.05
10-Jan-18,423.45,1177.4,562.8,3207.4,1802.2,5199.55,494.3,464.97,370.8,2337.38,619.75,308.3,2425.8,28097.5,186.04,1235.5,457.93,932.1,3736.9,268.8,1365.8,1726.45,312,269.4,194.78,1734.1,526.12,282.8,1002.25,1323.75,759.85,9375.85,144.96,7846.65,197.9,199.85,933.5,19501.8,301.1,585.1,1403.3,433.3,760.98,542.1,917.6,519.23,4403.2,334.8,245.02,580.5
11-Jan-18,425.5,1188.95,558.75,3193.4,1780.35,5146.4,492.4,472.63,367.75,2360.78,612.35,308.1,2425.35,28444.7,185.81,1244,458.45,936.27,3705.65,267.75,1378.65,1741.35,309.5,269.8,194.45,1700.3,537.9,282.55,1017.65,1323.55,766.65,9339.8,144.58,7874.3,197.9,197.85,928.94,19536.1,302.2,587.95,1395.25,434.75,759.11,551.7,906.9,524.13,4406.1,333.9,240.83,580
12-Jan-18,423.3,1189.7,555.1,3175.35,1770.1,5057.3,489.9,467.86,374.8,2354.15,612.1,309,2447.65,28649.75,187.93,1221.65,462.95,932.65,3687.35,268.85,1374,1760.95,317.7,267.55,194.53,1705.25,539.23,286.8,1023.35,1329.15,767.5,9459.15,143.75,7789.25,200.75,196.35,940.09,18872.3,302.25,583.45,1388.17,437.1,758.42,550.75,903.8,516.9,4405.5,339.55,239.1,591
15-Jan-18,420.6,1204.05,560.55,3166,1738.15,5010.35,487.2,463.22,370.5,2359.93,610.25,305.9,2431.75,27981.5,183.47,1242.85,454.62,948.88,3628.8,266.7,1367.2,1871.2,329.3,267.6,195.43,1682.4,540.58,285,1038.35,1325.95,759.2,9358.45,144.12,7757.95,196.6,199.3,940.24,19081.5,302.6,576.45,1373.05,432.35,771.47,543.75,918.25,516.23,4520.15,339.2,236.25,606.15
16-Jan-18,423.55,1188.75,563.2,3160.05,1687.35,4956.8,479.45,456.56,367.95,2338.68,601.4,291.6,2468.7,27891.2,179.4,1229,474.62,950.08,3586.1,260.55,1382,1845.95,334.1,261.7,192.07,1664.6,561.42,281.2,1033.25,1326.2,746.7,9322.05,144.37,7774.6,197.2,196.2,914.28,19104.25,296.15,577.7,1425.42,421.9,753.99,557.65,889.4,511.23,4545.1,330.15,248.96,613.4
17-Jan-18,433.4,1193.75,585.2,3194.15,1701.2,4964.9,479.85,459,366.1,2374.9,607.15,290.95,2491.85,28222.85,180.21,1248,476.43,945.25,3566.85,262.75,1371.2,1858.35,343.25,266.05,192.03,1657.45,576.05,285.05,1027.1,1353.35,745.35,9313.9,145.21,7761.9,195.7,197.4,915.82,18975,307.1,583.75,1444.47,422.95,762.11,554.9,893.1,520.5,4544.25,334.9,244.27,593.1
18-Jan-18,416.25,1188.25,584.8,3201.2,1660.7,4922.6,470.25,454.5,343.8,2315.75,603.65,283.05,2461.5,27954.4,175.69,1217.6,477.12,967.15,3593.35,253.9,1356.95,1896.8,346.15,273.4,189.03,1680.1,576.35,279.8,1046.5,1360.8,759.25,9368.7,143.46,7736.2,194.1,197,911.06,18421.6,303.25,576.7,1459.1,418.95,740.21,552.65,885.85,533.67,4408.65,326.7,244.01,595.85
19-Jan-18,433.45,1189.9,590.25,3210.4,1701.9,4973.05,477.3,457.16,346.05,2342.22,602.75,284,2490.35,28009.45,175.78,1223.55,479.15,976.1,3589.75,258,1362.45,1901.25,353.6,274.55,192.97,1684,571.73,282.1,1060.55,1371.45,765.4,9323.95,143.96,7680.65,193.7,196.1,922.55,18354.6,309.25,572.1,1479.65,418.05,741.44,552.9,891.45,534.9,4300,331.65,246.71,600.35
22-Jan-18,438.05,1176,611.55,3274.5,1706.35,5051.45,469.15,450.55,343.5,2353.68,601.15,285.05,2496.55,27649.8,171.52,1239.3,483.18,981.67,3602.95,255.1,1355.1,1872,351.5,273.65,191.25,1683.2,575,278.65,1074.1,1398.85,759.6,9310.1,143.67,7667,200.7,195.3,962.38,18479.35,306.5,576.15,1558.2,421.9,740.65,569.5,909.75,542.4,4330,326.95,241.16,608.85
23-Jan-18,438.4,1169.9,620.1,3295.95,1708.7,5014.6,481.15,451.84,339.4,2368.22,622.35,293.1,2520.4,27071.25,176.55,1223.4,497.68,975.65,3630,264.95,1368.35,1884.65,362.3,276.6,194.7,1723.35,588.55,294.05,1075.45,1410.7,769.05,9393.4,143.92,7599.7,207.35,195.85,974.02,18391.95,318.1,579.35,1551,418,767.78,588.25,905.7,538.17,4374.7,343.5,236.44,597.15
24-Jan-18,448.75,1151.05,607.95,3341.55,1739.15,5014.45,480.5,421.9,342.3,2359.62,618.3,294.55,2559.4,26404.05,181.86,1200.05,509.23,978.83,3645.5,258.7,1365.9,1911.2,352.75,281.45,195.15,1717.3,592.9,288.65,1080.1,1401.2,755.4,9434.95,145,7592.9,210.85,195.95,957.28,18234.6,329.9,586.55,1587.3,403.6,750.4,603.15,886.9,549.5,4283,340,235.46,603.2
25-Jan-18,436.5,1150.45,616.1,3311.7,1710.3,4933.05,480.65,415.66,343.45,2312.8,621.4,299.4,2507.75,26519.4,185.16,1193,504.77,987.48,3571.2,258.95,1372.75,1908.3,360.8,281.25,196.15,1730.2,587.7,290.8,1092.35,1416.5,757.8,9278.2,143.29,7490.75,208.5,194.3,956.83,18161.85,313.15,579.85,1560.53,400.3,757.34,598.45,884.1,512.63,4359.95,345.6,233.96,595.85
29-Jan-18,436.65,1152.05,605.55,3363.9,1715.3,4912.4,469.8,404.55,353.4,2346.05,615,301.75,2357.1,27453.65,177.88,1184.55,506.02,999.83,3641.75,258.6,1397.3,1967.6,357.65,275.65,199.82,1742.5,591.45,293.45,1115.1,1431.95,764.35,9630.7,142.54,7530.85,205.15,194.15,955.44,17826.7,312.1,587.95,1599.42,399.25,771.12,604.8,896.2,525.67,4390.7,345,233.36,608.9
30-Jan-18,428.25,1126.7,593.75,3358.3,1678.4,4875.65,485.6,404.55,344.45,2352.8,605.95,305.9,2306.15,26689.4,178.54,1163.25,500.2,997.75,3687.85,253.55,1400.25,1937.5,353.25,275.2,208.12,1736.05,585.33,289.1,1088.05,1429.9,764.9,9571.55,141.92,7455.9,204.8,194.95,941.48,17326.55,313.55,591.95,1576.42,395.85,763.94,602.95,884.15,513.83,4363.2,341.3,230.48,603
31-Jan-18,428.85,1128.3,593.6,3337.15,1677.85,4812.35,492.3,403.86,351.55,2342.07,592.15,299.55,2225.35,26923.6,179.48,1160.05,493.27,1002.85,3691.45,256.15,1369.35,1956.3,352.95,271.4,208.8,1753.1,575.12,289.95,1108.95,1416.5,763.05,9509.7,141.87,7469.15,203.45,193.8,952.27,17206.3,313.25,579.9,1556.17,399.5,705.05,612.65,869.55,501.37,4382,340.35,228.52,593.7
01-Feb-18,428.75,1153,592.8,3412.95,1729.45,5038.4,490.35,402.53,346.85,2370.25,587.05,295.6,2157.95,28047.35,182.34,1188.9,492.45,995.58,3732.95,256.25,1371.25,1967.55,346.2,275.3,208.95,1795.45,572.3,302.65,1120.95,1455.6,798.75,9401.85,140.87,7310.85,194.9,194.85,934.99,17453.05,306.05,554.3,1569.3,393.65,696.75,611.05,831,505.9,4391.45,341.45,225.56,594.95
02-Feb-18,417.95,1137.9,564.9,3241.3,1628.9,4935.75,477.15,387.79,344.85,2363.22,581.15,290.35,2123.55,27811.75,174.92,1128.85,495.45,974,3623.45,249.85,1372.2,1903.85,335.1,275.35,204.32,1761.3,571.62,299,1085.95,1415.45,770.25,8990.6,137.67,7135.45,192.7,192.9,895.86,17038.4,297.35,551.2,1576.83,383.75,670.45,619.45,822.2,488.7,4179.45,334.3,225.45,586.1
05-Feb-18,408.2,1134.1,566.25,3185.55,1604.95,4918,475.95,404.18,349,2308.35,580.1,294.8,2116.5,27537.95,173.38,1098.05,496.57,956.92,3636.4,246.6,1355.75,1823.35,329.7,279.25,204.5,1713,569.1,291.25,1062.25,1363.65,760.5,9080.6,138.54,7134.7,188.75,196.5,893.68,16635.65,298.05,557.45,1551.6,395.8,664.05,629.05,802.3,481.67,4146.4,328.85,224.06,582.7
06-Feb-18,404.8,1110.25,563.7,3135.1,1662.15,4904.6,467.2,403.22,344.95,2265.22,564.25,290.35,2095.7,27579.25,169.73,1065.45,476.93,948.4,3541.85,244.4,1325.35,1788.6,330.7,273.5,200.65,1682.85,553.88,283.2,1033.8,1353.05,751.8,8984.6,137.75,7016.3,185.45,194.95,883.72,16517.8,291.75,551.8,1498.62,375.45,664.5,606.7,782.65,466.7,4092.65,321.65,220.99,571.75
07-Feb-18,407,1121.1,559.35,3135.55,1641.65,5012.05,476.25,395.05,338.55,2275.22,569.25,297.6,2111.4,28010.45,172.61,1057.95,469.27,936.4,3566.4,246,1312.65,1785.35,332.55,275.15,202.38,1661.75,554.52,290,1036.3,1333.75,747.1,8921.8,137.87,7007,190,195.5,886,16996.55,292.8,549.5,1477.53,377.8,661.8,603.1,783.65,467.5,4081.55,315.7,217.01,581.15
08-Feb-18,405.1,1124.05,568.45,3157.95,1662.15,5057.25,478.2,394.63,349.2,2314,612.65,300,2180.45,28198,173.19,1108.65,472.18,940.48,3582.2,245.2,1329.55,1811.8,333.85,274.1,192.8,1670.85,567.12,304.2,1051.75,1347.4,752.2,9030.7,136.42,6986,188.7,193.2,896.06,17005.05,301.4,584.1,1487.1,374.85,671.45,608.25,800.75,478.7,4167,314.45,217.35,584.8
09-Feb-18,399,1130.75,557.55,3099.25,1639.4,5059.35,475.4,387.93,341.5,2320.57,621.4,300.15,2193.8,27747.95,173.42,1108.95,482,924.75,3546.1,243.5,1333.05,1773.05,326.75,271.35,189.32,1649.85,554.58,309.35,1032,1329.25,750.05,8936.1,136.04,6969.65,187.35,193.2,889.42,17041.45,296.4,582.7,1485.85,368.75,685.3,595.25,796.8,472.23,4153.3,316.3,213.75,580.95
12-Feb-18,403.35,1144.4,564.2,3154.1,1643.8,5235.45,467.55,389.68,338.25,2386.25,621.65,300.65,2204.25,27901.4,174.38,1132.3,469.57,938.33,3611.9,243.25,1344.45,1805.45,326.25,269.85,189.53,1687.8,551.4,310.75,1042.95,1350.5,746,9117.85,137.42,7141.9,191,198.5,906.9,16953.35,288.75,589.15,1483.65,371.8,713.1,590.35,809.05,484.33,4200.3,315.55,216.71,584.5
14-Feb-18,413,1139.15,543.9,3109.75,1669.95,5189,460.1,399.22,327.4,2382.07,616.15,306.95,2183.3,28027.6,175.09,1126.75,468.9,941.58,3596.05,243.25,1349.4,1814,318.95,266.5,188.68,1694.45,548.88,309.55,1042.45,1361.2,746.95,9001.6,135.79,7264.95,185.75,195.45,924.88,16813.15,276.2,574.8,1455.9,376.85,708,611.5,813.7,481.27,4175.5,315.75,220.09,576.6
15-Feb-18,411.7,1135.45,543.7,3143.5,1677.05,5130.35,475.05,393.85,331.05,2377.88,605.85,308.1,2195.8,28340.45,178.46,1103.65,469.85,940.95,3527.25,251.5,1358.15,1829.5,328.65,268.1,188.4,1686.15,557.23,307.8,1042.15,1350.35,749.35,9020.25,136,7583.2,188.3,197.9,926.86,17356.7,278.7,575.75,1462.92,375.8,700.55,605.65,814.85,477.4,4187.85,324.4,219.38,570.9
16-Feb-18,405.45,1143.85,537.85,3103.9,1675.25,5058.25,465.7,385.36,327.55,2390.97,611.1,303.5,2213.55,27328.15,175.61,1100.05,468.55,939.3,3494.2,247.65,1352.1,1815.5,321.05,266.45,187.53,1658.9,564.02,312.4,1050.2,1328.4,743.75,8836.95,135.67,7592.85,186.9,195.55,912.65,16976.6,271.65,575.25,1466.53,370.75,689.75,584.35,803.2,469.07,4166.35,319.75,218.25,569.6
19-Feb-18,393.85,1120.35,540.55,3030.6,1642.7,5000.75,456.85,380.45,329.85,2366.65,600.4,305.4,2152,27089.5,173.93,1089.7,457.1,939.1,3465.7,247.55,1335.9,1814.05,319.75,264.1,184.82,1630.45,565.88,302.7,1056.2,1295.5,724.65,8724.85,135.75,7506.7,185.3,194.15,918.3,16766.85,268.5,561.4,1461.8,368.75,648.85,572.45,803.95,467.53,4116.6,320.35,217.46,567.95
20-Feb-18,394.9,1126.4,531.7,3049.85,1638.75,5014.3,453.05,383.89,334,2367.05,603.45,310.4,2163.65,26916.4,174.43,1118.65,453.73,931.6,3477.45,248.8,1331.8,1811.75,317.25,263.25,183.3,1622.7,568.48,305.6,1045.8,1290.6,709,8722.65,136.83,7572.65,187,195,912.45,16930.85,269.65,559.5,1472.38,369.3,651.3,574.2,832.25,463.57,4140.6,328.7,218.59,570.75
21-Feb-18,395.6,1127.2,535.8,3012.6,1596.45,4973.45,447.55,385.31,338.05,2384.88,597.25,310.55,2165.9,27365.75,174.79,1110.6,471.45,928.7,3490.75,240.65,1330.6,1824.8,319.2,268.2,184.25,1594.25,573.7,298.3,1055.05,1282.8,708.4,8782.75,135.25,7597.55,190.15,193.95,920.62,17004.5,273.3,525.75,1521.15,364.45,640.95,595.2,822.9,458.83,4131.55,327.6,219.15,573.1
22-Feb-18,404,1118.1,530.25,2974.3,1600.35,4951.85,427.45,382.05,333.85,2427.93,589.65,311.55,2123.45,26868.5,174.81,1110.4,470.5,926.6,3481.2,239.9,1326.45,1819.25,318.35,267.1,181.6,1623.5,580.38,297.7,1072.5,1292,721.95,8634.05,133.96,7543.3,186.1,190.25,915.67,16729.55,272.6,541.45,1525.1,358.5,637.55,602.6,817.5,450.3,4099.9,328.65,219.49,567.05
23-Feb-18,406.5,1101.8,536.65,2986.4,1633.4,5019.65,429.9,390.73,340.4,2480.95,595.65,310.95,2167.05,26724.4,171.9,1136.7,477.8,940.27,3494.7,246.55,1323.15,1824.2,322.75,269.05,184.2,1643.5,577.83,306.95,1080.85,1301.7,718.65,8698.8,136.29,7582.8,189.8,193.25,925.48,17219.5,276.05,569.65,1537.9,360.2,677.75,621.45,814.2,467.03,4116.4,337.9,221.25,569.95
26-Feb-18,415.05,1104.8,552.3,3008.7,1674.95,5192.95,433,388.53,344.45,2482.38,590.1,314.05,2193.8,27185.95,173.7,1180.6,473.02,955.77,3537.85,246.2,1333.3,1843.25,327.05,266.55,188.35,1691.3,569.3,316.1,1105.15,1344.25,735.4,9005.35,135.79,7625.25,190.35,196.15,929.89,16988.4,274.45,555.95,1515.85,372.05,680.2,612.45,819.7,480.33,4140.8,343.15,218.7,585.45
27-Feb-18,410.45,1110.35,538.4,3034.7,1656.8,5121.35,426.95,395.28,344.8,2476.12,586.5,309,2236,27154.65,171.39,1171.95,474.95,951.27,3585.5,244.3,1346.35,1828.65,322.15,266.4,188.72,1685.2,575.1,318.1,1093.05,1338.1,739.8,8891.2,137.96,7759.95,188.5,197.75,941.57,16859.9,267.6,544.8,1521.17,372.55,671.75,610.55,822.6,480.77,4176.1,340.6,218.81,576.5
28-Feb-18,408.35,1117.75,528.75,3020.6,1640.25,5051.7,429.55,393.49,346.7,2497.12,589.65,309.15,2237.25,27437.75,171.56,1152.7,470.15,942.1,3596.7,245.4,1317.75,1808.7,313.25,265.05,189.65,1680.75,586.3,312.2,1090.55,1318.15,728.35,8850.95,136.04,7761.65,188.3,197.7,945.59,16623.45,268,535.35,1517.53,369.9,671.6,612.65,816.15,485.83,4155.6,329.75,219.6,565.35
01-Mar-18,406.1,1118.9,525.75,3020.9,1659.35,4999.4,441.9,392.75,345.2,2471.93,581.7,312.9,2231.5,27742.35,170.34,1166.6,471.4,937.17,3576.9,240.8,1324.25,1814.15,304.95,264,190.75,1700.35,580.38,305.5,1095.7,1315.2,732.55,8873.45,135.83,7849.4,189.7,197.4,939.49,16595.35,262.15,535.4,1518.85,370.75,675.05,611.9,810.2,476.17,4153.3,323.25,219.38,555.4
05-Mar-18,403.95,1105.95,524.55,2943.55,1636.95,5037.45,434.3,386.97,339.15,2451.22,579.25,305.8,2180.8,27548.35,166.35,1141.75,466.05,934.98,3556.45,229.6,1299.75,1789.6,303.35,260.25,189.62,1689.2,577.95,291.65,1100,1300.7,739.6,8795.1,136.08,7714,185.55,196.95,915.42,16626.1,263.5,548.55,1552.92,352.05,655.9,630.85,808.9,480.6,4095.4,315.9,218.21,551.85
06-Mar-18,405.25,1101.6,517.35,2899.2,1637.75,4980.65,445.2,380.03,331.95,2412.6,584.1,307,2176.45,27488.45,164.98,1133.95,466.4,923.12,3561.9,225.85,1293.2,1782.8,295.05,256.5,191.1,1710.3,575.67,293.5,1082.45,1283.4,719.9,8616.5,136.12,7688.85,185.4,193.15,902.3,16645.9,256.55,531.75,1521.4,346.5,659.75,617.25,807.65,468.27,4150.3,313.45,215.21,559.5
07-Mar-18,376.95,1107.25,512.65,2903.9,1618.35,4836.15,443.4,370.21,329.45,2442.35,580.2,306.95,2149.6,27528.15,165.28,1114.9,474.77,916.3,3554.4,224.45,1293.85,1761.75,286.7,259.9,189.7,1704.25,572.05,289.5,1085.1,1263.3,707.8,8679.1,136.25,7704.45,181.5,193.35,881.39,16180.1,246.65,524.85,1513.72,347.8,647.7,609.05,814.85,468,4113.45,309.35,214.01,565.1
08-Mar-18,387.95,1127.6,520.55,2923.9,1628.05,4864.6,442.2,368.47,331.2,2424.2,578,305.5,2143.4,27711.85,163.67,1100.65,475.32,926.42,3586.7,222.7,1293.15,1798.75,296.95,258.85,191.05,1694.15,578.33,289.25,1082.3,1283.8,726.65,8729.35,137.75,7710.05,180.15,195.4,902.89,16098.7,256.8,514.6,1501.97,345.15,635.9,607.2,817.7,473.87,4119.9,308.4,213.9,563.5
09-Mar-18,377.9,1129.1,505.35,2935.4,1654.2,4966.25,439.4,369.25,333.15,2420.9,571.05,304.05,2129.9,27963.85,163.84,1100.35,471.5,925.52,3586.35,220.2,1300.75,1818.6,292.7,259.25,192.75,1697.55,581.7,291.95,1082.45,1290.5,728.5,8660.6,137,7657.35,179.9,192.9,904.53,16000.75,253.25,506.8,1517.05,341.5,606.75,619.2,819.1,474.77,4079.85,304.15,213.79,568.5
12-Mar-18,386.6,1131.5,519.2,2957.75,1665.25,5040.05,446.75,387.06,339.5,2433.4,580.65,297.65,2148.4,28316.9,167.42,1106,483.82,933.62,3694.5,227.65,1324.2,1858.05,300.65,270.1,200.32,1735.3,592.88,297.85,1100.6,1310.05,737.1,8810.3,142.62,7619,183.85,195,921.56,16151.5,252.85,512.65,1526.08,352.6,622.9,619.55,829.1,478.63,4176,317.4,218.02,576.25
13-Mar-18,385.2,1140.3,531.5,2971.75,1680.7,5098.4,466.65,391.42,349,2434.97,578.75,294.85,2181.5,28849.35,170.98,1109.2,478.5,930.12,3701.2,226.15,1320.55,1868.5,304.35,269.45,203.93,1729.5,591.9,303.5,1083.9,1302.75,733,8756.05,141.17,7700.25,183.6,195.05,923.1,16795.55,254.7,523.3,1443.4,353.15,628.85,619.15,851.95,481.87,4170,321.05,222.45,579.15
14-Mar-18,382.1,1137,536.15,2950.55,1710.1,5111.6,462.8,388.02,339.15,2411.88,577.9,293.1,2181.45,28846.65,171.75,1121.75,482.52,932.25,3639.35,226.7,1316.9,1844.7,306.05,268.05,197.53,1733.35,590.4,300.45,1081.75,1303.25,728.2,8846.3,141.42,7647.75,180.6,194.35,920.33,16970.1,257.05,520.1,1443.45,354.05,620.55,639.1,865,478.9,4230.25,318.95,220.39,576.6
15-Mar-18,382.15,1160.8,529.65,2948.75,1726.25,5034.5,462.05,386.05,337.9,2434.12,571.15,295.5,2182.75,28695.55,168.88,1107.95,479.57,940.4,3640.8,224.9,1299.95,1830,301.45,265.55,192.05,1741.75,591.25,295.15,1085.65,1295.1,734.85,8837.55,141.58,7719.85,180.3,194.8,903.24,16815.65,253.7,516.45,1434.85,353.1,611.75,631.85,872.5,480.77,4189.4,316.95,220.05,570.4
16-Mar-18,370.5,1122.75,522.6,2910.45,1687.9,5011.35,447.55,382.65,334.45,2430.3,559.4,278.2,2142.15,28079.15,165.38,1093.55,483.8,926.5,3546.1,221.7,1299.15,1791.4,298.1,260.5,184.75,1724.7,585.95,290.25,1060.75,1269.3,740.75,8676.55,137.37,7695.35,177.15,192.25,891.6,16424.4,252.3,503.05,1412.85,339.75,600.2,634.7,879.25,479.8,4026.3,308.9,221.81,570.35
19-Mar-18,364.3,1102.55,519.45,2849.45,1631.85,4963.45,430.75,366.95,325.35,2407.78,559.75,272.3,2119.85,27403.05,165.77,1098.2,463.25,923.62,3515.3,214.55,1309.4,1774.5,294.55,259.15,177.9,1718.8,573.38,283.6,1049,1279.55,742.7,8773.5,139.17,7663.3,176.85,194.2,887.09,16015.5,247.95,497.65,1415.5,335.7,574.95,609.9,869,467.9,3972.4,307.2,216.49,566.45
20-Mar-18,370,1106.5,521.1,2873,1657.3,5080.85,424.9,367.64,341.9,2412.53,552.9,270.25,2157.15,28360.45,164.44,1096.1,468.6,919.75,3513.8,217.3,1313.25,1800.05,292,259.2,173.85,1716.65,582.27,285.5,1045.3,1293.5,740.95,8802.4,138.67,7841.45,174.1,194.9,881.44,16423.75,249.1,508.75,1432.42,338.8,593,633.4,871.75,474.87,3936.8,287.1,220.2,575.1
21-Mar-18,363.7,1103.55,526.3,2851.8,1704.55,5131.5,430.65,383.98,337.15,2417.22,551.05,270.9,2141.7,27980.85,163.14,1094.7,468.68,929.45,3463.6,214.7,1315.6,1817.85,289.2,259.05,172.45,1731.45,583.75,288.4,1051.1,1309.35,745.35,8874.65,141.96,7853.25,175.55,194.2,888.48,16117.55,248,504.5,1428.38,333.85,582.25,625.85,872.25,476.6,3999.2,285.75,221.44,566.85
22-Mar-18,358.25,1107.1,518.2,2834.95,1695.6,5119.85,414.7,381.6,335.2,2419.1,540.75,269.4,2108.3,28030.5,164.4,1092.9,465.27,933.88,3452.3,216.8,1311.85,1809.55,283.25,258.3,170.1,1753.1,580.65,286,1053.05,1296.25,730.85,8696.55,142.46,7840.75,178.9,192.7,899.62,16354.45,241.55,508.4,1415.67,338.2,580.9,619.05,887.55,477.93,3925.15,291.8,216.34,559.2
23-Mar-18,362.4,1112.65,499.5,2789.95,1685.3,5126.7,413.45,378.93,342.5,2419.82,538.4,269.95,2072.3,27896.1,164.85,1082.6,478.7,920.77,3413.75,206.1,1301.65,1789.6,275.55,256,168.85,1749.5,583.8,286,1038.8,1267.9,732.9,8607.25,141.71,7793.8,177.4,194.25,885.51,16039.3,234.8,502.4,1409.08,330.85,566.5,623.35,895.05,469.83,3873.75,276,213.49,569.4
26-Mar-18,365.15,1117.55,507.3,2848.65,1741.6,5151.05,419.55,387.01,343.95,2429,541.8,273.45,2104,27873.05,159.43,1080.6,483.52,946.73,3481.7,210.55,1324.3,1830.15,281.65,258.1,167.2,1759.75,577.62,293.9,1039.35,1297.4,746.5,8765.3,141.54,7829.05,178.9,194.9,892.64,16273.45,246.5,503.2,1408.5,332.35,581.55,620.4,939.05,482.93,3950,283.3,205.5,585.85
27-Mar-18,365.5,1131.1,512.2,2798.3,1772.45,5258.95,420.75,379.39,336.55,2482.4,545.05,276.2,2102.45,28424.1,160.47,1088.85,486.02,946.3,3464.7,218.5,1332.8,1823.15,283.9,258.9,174.85,1788.2,577,298.85,1049.85,1307.55,744.9,8852.3,142.54,8112.7,179.6,195.95,891.35,16094.7,254.35,505.1,1423.85,331.15,590,621.65,942.4,491.2,3978.6,287,205.54,586.5
