Date,Adani Ports & Special Economic Zone Ltd.,Asian Paints Ltd.,Axis Bank Ltd.,Bajaj Auto Ltd.,Bajaj Finance Ltd.,Bajaj Finserv Ltd.,Bharat Petroleum Corpn. Ltd.,Bharti Airtel Ltd.,Bharti Infratel Ltd.,Britannia Industries Ltd.,Cipla Ltd.,Coal India Ltd.,Dr. Reddy'S Laboratories Ltd.,Eicher Motors Ltd.,G A I L (India) Ltd.,Grasim Industries Ltd.,H C L Technologies Ltd.,H D F C Bank Ltd.,Hero Motocorp Ltd.,Hindalco Industries Ltd.,Hindustan Unilever Ltd.,Housing Development Finance Corpn. Ltd.,I C I C I Bank Ltd.,I T C Ltd.,Indian Oil Corpn. Ltd.,Indusind Bank Ltd.,Infosys Ltd.,J S W Steel Ltd.,Kotak Mahindra Bank Ltd.,Larsen & Toubro Ltd.,Mahindra & Mahindra Ltd.,Maruti Suzuki India Ltd.,N T P C Ltd.,Nestle India Ltd.,Oil & Natural Gas Corpn. Ltd.,Power Grid Corpn. Of India Ltd.,Reliance Industries Ltd.,Shree Cement Ltd.,State Bank Of India,Sun Pharmaceutical Inds. Ltd.,Tata Consultancy Services Ltd.,Tata Motors Ltd.,Tata Steel Ltd.,Tech Mahindra Ltd.,Titan Company Ltd.,U P L Ltd.,Ultratech Cement Ltd.,Vedanta Ltd.,Wipro Ltd.,Zee Entertainment Enterprises Ltd.
11-Oct-19,409.05,1790.25,672.7,2898.8,3973.2,8169.45,488,382.9,258.15,3081.95,441.35,189.05,2651.4,18201.15,124.95,691.4,539.75,1198.8,2597.85,187.2,2004.65,2010.15,428.55,243.95,143.4,1223.2,814.8,217.25,1587.75,1427.7,560.1,6698.9,116.7,14032.4,129,201,1339.9,18374.55,254.55,386.3,1986.85,121.3,339,721.45,1243.6,589.85,4077.2,147.05,239.45,242.5
14-Oct-19,407.45,1798.7,683.5,2958.05,3883.3,8082.25,485.95,393.55,259.45,3109.65,440.9,190.1,2651.9,18327.95,125.85,698.65,543.4,1204.4,2609.2,188.7,2014.25,2014.75,428.85,244.1,144.75,1250.6,786.1,221.45,1585.5,1423.95,568.65,6821.1,117.75,14169,135.25,198.4,1345.25,18695.6,255.45,394.65,2021,127.85,344.85,720.75,1248.95,586.65,4170.3,147.8,243.45,242.9
15-Oct-19,413.75,1803.1,690.05,3011.95,3879.45,8035.85,490.3,383.65,256.95,3181.1,446.55,191.15,2684.65,19199.1,128.1,703.7,542.25,1223.05,2675.7,192.55,2064.4,2013.3,431.85,247.6,146.45,1272.25,768.3,219.65,1615.6,1432.25,583.4,6985.75,119.4,14086.8,138.65,201.25,1351.34,18584.75,258.45,396.8,2037.3,126.95,349.2,720.5,1272.1,583.1,4206.5,153.5,243.65,250.7
16-Oct-19,410,1765.7,693.4,3023.7,4016.4,8134.3,512.4,385.25,257.1,3176.75,446.8,194.55,2701.45,19220.6,126.8,730.85,550.45,1221.1,2602.35,187.95,2071,2048.7,435.3,243.65,145.55,1274.5,771.45,220.3,1605.55,1424.2,584.25,6975,117.4,14351.5,141.65,198.55,1359.46,18595.85,256.05,399.7,2046.4,125.85,347.4,727.7,1274.55,588.75,4285.3,149.9,248.9,259.65
17-Oct-19,409.15,1812.3,710.3,3111.5,4106.8,8316.65,513.3,385.85,256.95,3247.85,446.3,199.4,2727.4,20491.85,128.75,724.55,546.52,1220,2629.2,188.8,2103.85,2089.75,440.6,245.85,146.4,1340.1,769.5,222.95,1604.55,1424.35,593.3,7123.9,118.7,14516.85,141.4,197.7,1383.39,18190.35,265.45,401.5,2030.95,139.5,356.1,724.35,1277.05,591.95,4260.45,148.3,247.85,264.45
18-Oct-19,421.7,1816.75,709.55,3087.05,4137.65,8265.95,520.3,383.5,261.6,3252.35,444.15,205.95,2724.85,20275.9,129.55,746.5,547.75,1229,2646.15,187.4,2106.85,2094.45,437.8,246.5,145.6,1342.65,767.85,223.35,1615.25,1447.8,593.3,7302.3,121.05,14835.45,143.5,202.55,1403.05,18679.75,269.65,401.65,2057.35,136.85,359.6,734.2,1300.6,599,4295.3,150.25,248.9,250.2
22-Oct-19,420.75,1780.2,712.75,3122.3,4034.15,8008.85,534.1,374.1,258.8,3248.05,453.9,208.8,2810.75,19978.85,129.5,756.05,532.23,1239.3,2674.65,185.75,2127.35,2114.9,451.15,248.9,146.45,1341,643.55,219.7,1628.85,1442.55,595.8,7256.25,120.9,15020,144.25,205.05,1400.87,19515.6,270.5,405.45,2051.4,131.75,354.5,717.65,1329.45,597,4249.3,149.15,253.55,250.45
23-Oct-19,396.1,1767.4,714.85,3162.65,4038.35,8070.95,527.1,360.35,259.35,3294.7,454.25,208.8,2826.7,20521.2,128.65,743.15,547.58,1241.6,2712.9,185.1,2133.25,2142.95,455.1,251.05,144.5,1332.6,650.6,222.7,1613.65,1431.8,591.85,7440.25,121.05,14983,141.9,206.25,1379.32,19764.95,275.45,405.2,2070.1,132.65,356.2,726.6,1348.65,597,4251.3,146.25,254.35,242.1
24-Oct-19,399.15,1790.5,707.7,3167.85,4026.15,8091,513.05,372.35,237.55,3283.8,446.85,205.2,2825.3,21032.35,123.85,705.6,559.52,1236.1,2696,181.35,2133.35,2144.95,454.75,249.05,141.3,1283,635.35,222.85,1613.2,1432.25,581.05,7391.4,120.2,14666,140.7,204.1,1422.96,20305,262.5,405.95,2082,133.5,359.9,726.35,1374.55,597.7,4311.55,145.7,249.6,237.7
25-Oct-19,398.95,1796.3,708.6,3129.65,3987.25,7972.15,524.15,375.15,217,3267.1,459.85,205.85,2794.95,21321.75,123.05,709.95,567.02,1229,2657.55,181.75,2145.1,2101.55,469.1,247.7,142.1,1272.05,637.45,217.35,1588.6,1425,577.7,7471.15,118.5,14803.35,139.55,202.95,1417.76,20130.75,281.55,417.5,2124.95,126.85,362.25,720.95,1335,594.6,4196.6,142.2,253,239.7
27-Oct-19,399.8,1792.6,710.1,3143.35,3978.9,8001.5,526.8,373.1,212.25,3259.1,461.05,202.85,2785.6,21323.65,123.65,703,565.25,1237.7,2668.9,182.1,2139.75,2105.35,469.55,250.4,142.7,1276.65,648.85,219.35,1593,1434.4,591.5,7422.1,118.8,14813.4,139.85,202.35,1420.78,20193.4,281.8,417.75,2115.7,147.7,365,726.75,1319.9,596.1,4189.9,144.65,253.65,238.25
29-Oct-19,398.95,1814.25,738.45,3180.75,4047.25,8150.9,522.9,359.9,193.15,3352.5,473.05,209.75,2802.5,22049.4,125.85,714.75,569.88,1242.5,2701.55,184.3,2160.2,2113.05,477.4,253.25,144.35,1315.3,650.65,234.25,1575.55,1461.1,611.8,7721.3,119.9,14699.75,142.15,201.05,1453.27,20341.05,280.65,421.95,2194.85,172.45,390.2,754.75,1332.6,594.9,4117.7,149.5,255.2,236.6
30-Oct-19,398.1,1821.3,747.4,3222.9,3992,8082.4,525.1,367.95,183.2,3290.1,465,206.25,2759.9,22511.5,133.6,734.95,573.38,1248.35,2684.5,187.2,2169.4,2107.45,471.15,259.4,147.15,1297.2,660.6,234.4,1578.9,1474.25,616.55,7556.95,120.95,14967.8,140.55,199.95,1465.21,20246.95,289.9,429.65,2252.8,171.9,388,754.4,1316.15,584.15,4122.7,150.1,254.75,235.15
31-Oct-19,395.8,1809.6,736.35,3247.35,4027.55,8134.35,526.6,374.25,189.7,3266.6,466.85,207.55,2783.2,22538.1,137.35,768.75,581.38,1230.35,2704.2,187.9,2175.35,2131.9,463.05,257.65,146.8,1313.2,685.6,228,1574.5,1473.05,606.45,7559.4,122.4,14947,141.7,198.35,1450.6,19903.05,312.4,433.4,2269.65,177.7,380.55,739,1331.2,596.45,4143.2,148.35,259.3,260.6
01-Nov-19,389.75,1766.35,748.3,3232.65,4069.85,8384.75,519.4,373.05,202.45,3268.55,469.2,207.1,2756.6,21976.15,135.15,775.7,576,1240.05,2707.15,193.75,2179.35,2128.6,462.25,261.3,142.65,1379.85,687.9,237.6,1579.9,1449.4,589.75,7618.65,121.5,14959.8,144.15,197.3,1443.22,20003.65,313.55,437.55,2200.9,175.05,399.5,760.45,1301.9,588.55,4162.75,153.05,258.6,309.5
04-Nov-19,391,1785.9,742.6,3212.05,4113,8706.6,522.2,378,214.85,3239.85,468.3,215,2797.8,21740.7,137.05,783.8,577.95,1236.85,2643.5,197.95,2158.15,2181.3,470.5,260.75,138.7,1352.3,709,250.2,1571.05,1452.2,586.4,7424,120.55,14813.35,147.4,194.75,1443.96,20106.45,314.3,437.95,2193.95,172.2,409.15,769.5,1298.8,594.25,4238.7,157.6,256.6,296.1
05-Nov-19,390,1793.85,738.05,3246.3,4227.8,8845.75,517.5,383.95,222.15,3231.75,467.85,211.15,2815.7,21287.15,137.4,768.6,579.35,1239.5,2665,198.6,2172.15,2181.3,468.35,262.9,137,1320.1,696.1,246.05,1553.9,1439.8,580.15,7389,120.6,14650.2,146.35,195.4,1433.71,19829.3,319.2,429.9,2201.85,172,403.95,773.25,1283.8,605.65,4147.4,157.5,258.5,286.15
06-Nov-19,391,1797.6,747.25,3248.3,4188.15,8772.85,523.9,371.45,221.15,3227.85,480.85,212.4,2862.7,21605.55,136.7,773.25,574.17,1256.65,2678.35,201.5,2179.45,2220.6,480.7,261.35,135.6,1343,712.3,248.25,1571.05,1453.05,579.8,7311.15,120.65,14649.65,144.65,195.1,1421.43,19801,317.55,427.9,2188.5,174.5,404.45,771.9,1156.1,606.6,4135.65,157.95,256.85,285.8
07-Nov-19,390.45,1826.95,734.75,3265.85,4225.85,8832.9,513.2,371.75,229.45,3223.8,471.85,212.5,2871.05,21423.95,132.1,777.85,574.23,1263.7,2660.85,205.2,2138.25,2251,478.55,265.85,135.85,1381.9,720.1,252.65,1584,1435.05,580.35,7287.15,119.55,14711.25,142.05,194.2,1444.9,20040.75,318.15,440.6,2185.35,171.5,403.1,769.7,1167.2,577.7,4187.4,160.95,259.65,285.75
08-Nov-19,386.15,1794.85,725.5,3245.55,4159.45,8818.85,502.75,369.15,218.3,3158,462.5,209.25,2822.1,21689.65,127.05,774,575.05,1255.6,2646.95,203.85,2086.4,2233.2,489.45,260.5,134.05,1422.8,708.15,250,1600.25,1423,580,7200.55,117.4,14471.3,138.3,191.65,1431.93,19985.95,316,422.1,2129.95,169.05,397.95,771.35,1156.75,555.85,4147.25,155.5,256.4,287.5
11-Nov-19,387.9,1773.95,733.7,3237.35,4169.05,8903.3,517.6,371.5,220.55,3119.55,454.85,209.85,2815.75,21376.9,130.35,767.1,572.98,1264.75,2594,200.15,2081.35,2234.55,496.8,259.45,135.6,1445.05,704.4,251.9,1616.9,1417,575,7137.3,118.25,14108.45,139.1,191.75,1414.39,19784,318.25,421.45,2100.95,172,401.45,770.4,1155.7,548.85,4137.05,152.7,256.45,305.4
13-Nov-19,370.8,1770.45,711.2,3206,4144.55,8978.35,510.1,368.6,218.2,3269.75,447.9,207.25,2763.15,21352.2,123.85,739.55,569.3,1257.55,2589.1,193.15,2091,2207.45,485.75,253.85,133.85,1414.2,691.35,248.75,1605.8,1393,574.7,7154.6,118.3,14233.25,138.2,189.25,1458.47,19744.4,306.8,412,2178.6,170.6,397.9,757.05,1159.05,541.3,4115.6,148.4,253.1,290.55
14-Nov-19,369.1,1771.85,715.9,3233.3,4210.55,9061.85,514.65,362.5,208.65,3230.8,451.4,202.35,2734.05,21558.15,121.8,733.95,573.9,1273.9,2591.65,188.5,2069.05,2226.8,498.65,253.9,136.85,1375.1,705.3,245.75,1597.6,1380.45,578.45,7247.15,118.55,14231.35,136.2,188,1449.01,19670.5,306,410.2,2196.8,167.05,391.95,758.35,1169.1,535.55,4003.4,144,252.75,282
15-Nov-19,366.3,1760.7,716.9,3215.35,4187.6,9057.85,506.55,393.05,227.15,3195.55,463.25,201.15,2730.8,21324.05,124.3,755.15,571.15,1277.9,2543.2,187.75,2057.7,2224.05,499.85,250.65,131.7,1359,703.9,244.75,1622.75,1377.65,583.05,7147.2,117.35,14295.55,135.55,187.65,1457.04,19531.75,321.9,415.05,2174.45,168.55,394.5,751.95,1158.45,530.3,4077.4,142.1,252.55,287.9
18-Nov-19,365.65,1739,722.95,3156.9,4154.9,9104.25,521.75,409.2,226.8,3140.9,460.6,200.3,2737,21477.4,124.8,769.5,570.55,1262.05,2502.9,193.6,2056.2,2236.3,498.35,250.75,132.55,1374.4,705.2,249.6,1627.2,1364.5,573.7,7098.45,117.45,14085.55,133.9,190.65,1445.5,19869.3,325.1,424.55,2152.6,170.1,410.05,751.8,1158.8,549,4126.35,143.4,249.45,294.15
19-Nov-19,364.05,1721.35,747.8,3161.05,4135.75,9152.8,518.95,439.35,250.55,3120.35,472.1,199.6,2743,21747.35,125.1,786.15,567.33,1271.9,2468.95,192.35,2037.75,2212.1,493.5,249.3,133,1392.75,712.85,247.9,1623.8,1365.75,560.65,7045.45,117.35,14117.1,133.25,195.45,1495.57,20006.8,330.4,425.9,2108.8,167.75,401.75,763.15,1163.2,551.25,4100.15,141.7,250.4,285.85
20-Nov-19,366.7,1723.5,748.75,3162.4,4138.55,9079.25,544.6,437.3,240.9,3116.3,482.6,203.05,2838.65,21489.8,124.5,789.65,566.4,1273.35,2470.5,190.75,2026.5,2200.95,495,250.7,130.9,1469.3,713,248.7,1599.45,1380.8,560.45,7152.75,117.05,14228.65,133.7,196.1,1533.12,20289.95,328.8,450,2108.55,167.4,398.7,771.4,1162.85,552.85,4114.05,141.45,248.9,307
21-Nov-19,372.1,1720.35,737.4,3188.35,4123.65,9055.1,514.1,426.3,241.9,3072.65,485.5,196.6,2879.25,21954.6,121.95,778.95,568.3,1283.35,2443.45,188.6,2048.65,2210.35,498.25,245.7,128.9,1446.15,713.25,245.25,1595.25,1392.7,551.8,7019.05,115.3,14179.45,131.15,196.3,1523.16,20294.7,331.35,447.15,2118.1,164.15,385.1,765.15,1148.25,544.8,4077.25,139.05,247.55,345.15
22-Nov-19,371.45,1682.75,732.1,3152.35,4078.3,9039.3,509.4,420.65,232,3022.65,478.85,199,2871.25,22753.2,122.35,793.2,557.38,1264.75,2441.6,190.25,2028.35,2237.3,496.8,247.65,129.8,1446.15,693.2,251.25,1569.1,1378.65,546,7060.45,117.8,14171.5,133.85,198.75,1531.98,20297.7,329.3,452.1,2071.7,162.35,400,754.2,1135.6,533.5,4081.15,142.25,243.1,358.1
25-Nov-19,374.7,1710.7,754.75,3195.65,4141.7,9175,507.4,451.4,250.15,3040.6,483.5,200.7,2920.65,23261.3,122.1,822.9,562.38,1271.1,2479,199.25,2062.4,2294.55,497.8,247.75,130.85,1496.85,698.1,260.15,1603.65,1380.85,547.8,7236.1,118.1,14486.8,130.95,198.6,1546.89,20579.75,336.1,458.95,2081.5,166.1,419.5,763.55,1163.6,544.5,4113.45,146.15,243,343.8
26-Nov-19,370.4,1710.3,752.25,3178.15,4098.35,9121.3,496.65,432.35,232.65,3055.25,478.55,197.75,2965.85,22805.7,125,791.05,554.02,1275.05,2494.6,198.7,2058.35,2304.65,510.7,249.15,129.3,1515.9,690.6,253.25,1604.4,1363,538.6,7125,116.65,14524.4,130.25,194.4,1545.6,21039.85,335.5,450.75,2046.65,163.4,424.15,763.6,1166.1,541.7,4112.85,145.1,237.55,319.7
27-Nov-19,372.95,1715.35,752.9,3212.05,4118.35,9228.45,505.9,433.35,225.3,3091.1,468,201,2972,23021.65,124.45,788.1,564.12,1278.4,2523.25,203,2093.25,2336.3,505.5,246.95,131.1,1526.35,695.75,252.95,1617.9,1335.5,539.95,7294.4,115.75,14562.7,132.65,195.1,1555.11,21337.95,343.55,458.75,2054.3,165.9,421.35,767.55,1167.15,551.85,4234.65,146.95,240.05,319.5
28-Nov-19,372.6,1714.6,750.6,3196.4,4102.05,9240.1,510,436.65,256.6,3098.25,468.35,205.85,2976.75,23091.6,125.8,800.15,566.33,1265.3,2466.3,204.1,2087.15,2309.75,519.15,246.7,132.55,1568.25,701.85,263.95,1615,1349.9,541.95,7261.25,115.55,14659.55,133.15,196.15,1565.46,21185.4,349.3,457.35,2077.35,164.8,432.1,766.25,1169.5,579.9,4294.7,147.4,239.8,311
29-Nov-19,382.05,1706.15,739.05,3176,4074.2,9110.25,511.55,442.45,276.3,3057.7,466.7,205.25,2913.85,22881.4,126.05,787.05,563.83,1274.95,2433.55,200.15,2035.3,2297.25,512.6,246.4,131.4,1569.1,696.35,261.55,1615.2,1330.55,530.55,7245.85,116.35,14453.95,131.75,193.3,1536.58,20996.55,341.85,449.85,2053.25,161.5,427.5,761.45,1159.7,573.25,4259.1,144.6,237.7,293.05
02-Dec-19,377.75,1738.25,744.3,3159.25,3950.45,8948.3,500.05,458.6,265.5,3069.7,464,205.85,2871.7,21713.1,126.6,807.25,562.65,1265.75,2406.95,200.8,2043.2,2306.6,510.9,244.95,128.65,1576,692.7,268.3,1633,1333.35,534.15,7139.35,115.3,14557.65,128.1,191.4,1571.6,20918,338.5,440,2021.05,161.05,420.85,748.45,1153.8,570.25,4276.25,144.7,238.6,292.8
03-Dec-19,361.95,1736.45,733.4,3259.75,3964.55,9089.75,494.5,459.1,248.45,3048.3,464.25,205.6,2858.35,21372.75,123.55,782.3,562.27,1255.4,2422.4,196,2028.45,2319.7,509.35,244.05,128.5,1544.7,698.35,257.25,1646.75,1313.2,522.9,7138.8,114.55,14353.5,127.65,189.4,1564.07,20521.05,336.25,433.6,2051,158.2,399.65,746.25,1158.15,569.5,4211.7,139.7,236.8,279.9
04-Dec-19,367.85,1720.3,739.85,3251.15,3990.85,9030.25,501.2,461.4,248.95,3049.25,470,202.75,2877.85,21408,123.25,785.4,562.75,1251.65,2439,201.1,2048,2322.4,529.25,243.15,126.85,1544.3,708.85,259.8,1651.25,1285.1,525.55,7076.1,114.8,14306.25,130.05,188.4,1538.12,20436.8,341.85,443.7,2078.5,169.4,409.3,758.8,1174.65,570.25,4197.15,144.2,242.2,281.35
05-Dec-19,368.4,1715.85,729.25,3243.1,3990.85,8965.5,491.85,447.35,246.05,3082.9,461.6,196.4,2871.6,21417.05,121.2,769.3,560.9,1245.6,2396.6,198.55,2037.45,2327.55,528.1,246.95,125.95,1509.75,714.85,251.45,1649.3,1302.2,524.75,7012.85,114.1,14289.65,128.9,187.3,1536.29,20392.55,336.2,436.7,2121.3,166.1,399.8,764.9,1184.25,568.55,4160.95,142.5,243.7,300.05
06-Dec-19,366.15,1716.65,717.6,3206.1,3951.65,8853.1,488.5,444.85,259.7,3069.6,455.45,192,2890.8,20920,117.15,768,560.3,1246.05,2362.2,197.95,2026.05,2264.65,524.8,243.35,124.4,1465.85,715.1,254.1,1674.3,1290.8,510.2,6886.7,112.65,14166.3,126.55,186.6,1540.3,20304.7,320,428.6,2123.6,161.5,403.25,757.5,1172,561.7,4157.85,141.95,241,287.7
09-Dec-19,373.6,1726.35,732,3225.55,3944.85,8929,499.65,445.85,260.4,3058.4,447.9,191.65,2908.75,20997.15,116.2,766.3,552.05,1242.95,2381.75,198.85,2008.15,2311.4,526.5,241.45,125.5,1450,717.25,258.85,1659.25,1276,513.65,6994.75,112.7,14232.5,126.3,187.95,1557.83,20321.15,316.7,427,2060.45,160.5,406.7,750.35,1178.05,563.55,4151.45,142.6,240.4,284.15
10-Dec-19,366.9,1713.15,715.7,3232.5,3986.85,8927.2,486.3,447,254.1,3059.35,453.05,187.2,2897.5,21259.2,111.05,770.2,544.45,1249.5,2330,199.1,2025.35,2295.15,528.7,235.6,122.55,1411.6,714.55,251,1662.4,1279,505.75,6963.65,110,14091.7,125.2,182.75,1547.28,20106.6,313.4,427.65,2012.85,159.7,402.05,744.95,1179.3,557.75,4038.65,140.85,238.15,270.95
11-Dec-19,369.7,1738.2,716.55,3268.65,4036.8,9079.1,482.65,442.75,254.6,3041,449.95,187.15,2887.8,21541.8,117.3,767.4,543.8,1248.75,2296.3,196.6,2010.45,2321.65,533.55,237.6,125.55,1420.65,721.05,249.95,1686.55,1264.3,507.75,6993.2,113,14066,128,181.75,1547.73,19969.6,312.8,429.8,2041.9,161.8,405.55,757.95,1179.55,561.05,4001.15,138.5,240.05,283.45
12-Dec-19,372.5,1750.65,722.1,3261.45,4057.15,9169.25,491.75,438.65,252.2,3073.55,461.05,190.15,2905.65,21953.55,118.95,774.2,536.35,1263.6,2334.05,201.45,2007.35,2318.45,535.35,238.55,128.1,1444.15,702.1,255.6,1715.6,1279.7,511.9,6999.8,114.45,14154.95,125.9,184.75,1553.47,20086,321.85,434.15,2020.9,173.35,418.7,756.45,1188,569.95,3992.1,144,239.45,284.3
13-Dec-19,376.95,1743.95,752,3232.9,4071.95,9210.3,496.75,427.8,252.4,3054.4,461.25,196.25,2821.5,22034.75,119.8,782.3,543.15,1263.85,2338.15,208.25,2006.2,2354.5,537.05,241.6,128.25,1485.4,711.3,257.6,1692.75,1305.3,516.2,7214.95,115.65,14301.6,126.5,185.7,1568.04,20383.9,332.55,439.25,2071.25,176.7,428.4,761.85,1186.15,565,4082.6,149.4,243.85,279.7
16-Dec-19,368.35,1731.45,747.25,3220.4,4039.45,9288.1,492,421.85,248.25,3050.9,458.25,192.6,2816.35,21651,121.2,763.1,552.2,1257.35,2308.45,206.65,1974.75,2375.25,539.25,236.9,126.15,1493.4,714,253.1,1703.95,1303,508.85,7140.05,114.95,14151.65,125.6,186.95,1551.89,20302.15,331.85,435.15,2126.75,174.95,421,773.3,1165.65,563.7,4061.25,147.15,243.15,278.25
17-Dec-19,371.25,1745.4,745.65,3199.1,4135.75,9361.75,496.05,439.95,248.2,3071.95,463.95,196.2,2826.9,21704.95,119.8,768.8,557.75,1271.1,2304.95,213.7,1961.35,2430.1,541.15,241.05,125.65,1492.75,729.7,258.95,1713.3,1317.95,505.85,7195.15,115.55,14149.15,125.3,188.05,1548.03,20595.85,332.9,429.05,2164.95,180.2,439.4,777.35,1157.35,564.1,4119.55,152.35,244.75,279.75
18-Dec-19,374.5,1778.45,741.85,3213.65,4119.35,9362.6,489.25,438.3,250.3,3099.2,467.8,197.75,2873.45,21735.85,117.35,754.2,564.7,1292.35,2311.95,213.65,1928.55,2445.15,541.4,245.15,126.05,1500.8,732.45,264.4,1724.35,1319.35,522.65,7240.65,114.15,14191.1,125.1,187.2,1561.05,20338.8,326.95,439.75,2167.75,174.8,444.75,786.65,1159.1,566.25,4065.4,152.8,248.3,279.5
19-Dec-19,369.65,1803.1,742.55,3218.4,4091.85,9270.75,489.95,449.45,251.8,3112.75,467.6,196.9,2869.55,22427.15,117.7,742.95,569.5,1288.8,2363.7,216.3,1951.1,2411.9,540.2,244.35,127.4,1489.9,730.85,264.85,1729.5,1311.75,535.4,7240.65,114.05,14285.4,125.7,186.4,1594.83,20316.7,328.15,433.6,2229.05,179.15,446.75,782.75,1159.05,562.75,4037.85,149.35,249.2,279.75
20-Dec-19,372.3,1799.25,739.85,3203.75,4135.6,9280.05,487.8,453.8,253.25,3122.25,465.75,200.8,2863.35,22221.15,119.55,745.6,569.9,1296.7,2393.2,215.5,1943.1,2404.1,546.1,241.15,127.4,1487.95,731.55,264.7,1692.7,1311.55,530.6,7261.5,114.7,14858.25,125.15,186.1,1584.08,20553.3,337.85,430.3,2222.9,175.95,461,783.35,1201.9,578.15,4120.45,144.25,251.8,284.05
23-Dec-19,366.9,1807.55,743.15,3219.5,4160,9304.05,493,454.8,254.6,3091.8,467.85,197.25,2908.4,22176.15,120.6,742.35,570.95,1302.4,2420.1,215.15,1950.4,2422.65,541.3,238.9,126.45,1496.3,736,263.7,1704.9,1311.25,525.9,7360.9,114.6,14532.5,124.65,185.8,1556.64,20298.65,332.4,428.4,2231.7,176.05,462.15,775.95,1209.1,577.65,4081.9,147.75,253.85,294.8
24-Dec-19,368.6,1803.45,740.65,3226.75,4139.5,9294.85,477.8,457.15,255.3,3091.05,478.7,198.95,2895.95,21868.65,119.75,738.5,560.55,1289.15,2432.65,216.25,1946.4,2412.75,541.1,238.75,127.4,1521.85,733.4,266.75,1711.55,1301,527.5,7327.8,115.2,14586,126,187.15,1531.93,20269.3,331.45,429.8,2215.6,175.5,463,772.05,1204.1,569.15,4097.35,148.05,252.25,297.25
26-Dec-19,363.65,1809.6,736.5,3230.05,4187.1,9350.1,477.2,447.55,256.2,3062.3,474.15,197.3,2865.6,22045.7,118.1,736.75,560.5,1270.45,2438.65,215,1944.95,2414.1,538.75,236.8,125.1,1515.4,728.95,269.15,1694.25,1279.3,528.35,7240.9,116.4,14599.25,128,184.85,1501.17,20334.45,329.85,422.15,2201.95,174.6,467.9,770.4,1192.5,569.45,4062.75,150.7,250.3,297.3
27-Dec-19,363.7,1812.25,760.15,3241.95,4252.65,9443.15,490.95,455.1,255.7,3042.1,481.1,203.5,2897.6,22222.35,118.55,739.75,567.55,1275,2442.45,215.45,1949.9,2444.15,549.4,236.9,127.3,1524.9,736.95,268.9,1685.6,1299.6,530.15,7344.9,116.85,14664.15,128.4,189.05,1527.87,20506.1,337.25,426,2198.5,176.15,469.5,780.2,1191.45,580.25,4055.6,151.75,247.55,299
30-Dec-19,365.95,1802.3,754.1,3251.95,4243.3,9439.2,493.05,460.5,255.3,3047.35,479.95,205.8,2888.85,22784.5,118.9,736.75,569.3,1282.15,2479.05,217.95,1937.25,2438.25,543.95,238.2,126.6,1531.4,732.9,271.1,1690.4,1302.3,536.9,7416.25,116.55,14851.9,127.95,190.3,1529.7,20497.35,334.4,430.15,2183.2,183.7,474.75,782.7,1193.75,589.35,4051.95,154.5,248.95,302.8
31-Dec-19,366,1784.95,754.1,3185,4234.75,9393.35,491.55,455.8,252.5,3027.8,478.2,211.35,2874.55,22515.25,121.05,743.65,568.1,1272.1,2443.05,216.15,1923,2412.55,538.9,237.7,125.55,1510,731.15,270.05,1684.35,1298.2,531.55,7368.6,119.05,14785.35,128.8,190.25,1499.83,20363.95,333.75,432.55,2161.7,185.15,472.05,762.3,1187.95,584.5,4046.05,152.45,245.8,292.2
01-Jan-20,377.65,1793.2,748.7,3150.1,4231.3,9378.45,491.65,453.3,254.45,3039.65,475.9,211.95,2879.4,22075.8,121.2,742.5,571.95,1278.6,2432.55,214.3,1936.55,2433.95,536.75,238.1,125.95,1484.3,736.85,268.1,1674.05,1309.95,536.6,7311.7,121.55,14779.05,127.45,195.5,1495.42,20319.9,334.45,434.3,2167.6,184.45,467.75,762.1,1154.75,588.25,4065,154.6,247.7,288.65
02-Jan-20,383.15,1790.65,756.95,3121,4246.05,9505.6,487.55,455.2,253.65,3053.4,473.5,211.1,2864.9,21600.85,123.55,766.35,573.55,1286.75,2429.45,220.15,1938.05,2466.4,540.6,239.85,127,1529,734.7,276.45,1671.55,1345.3,539.85,7329.85,121.4,14729.35,128.05,195.1,1520.88,21232.15,339.3,434.95,2157.65,193.75,484.85,766.05,1155.6,595.45,4244.8,159.45,248.3,289.6
03-Jan-20,382.5,1751.4,742.95,3072.05,4193.45,9345.85,483.5,455.1,248.15,3038.8,469.95,211.85,2883.9,21189.25,125.65,756.65,585.05,1268.4,2432.35,216.45,1927.45,2454.45,538.85,238.5,126.85,1528.85,746,272.45,1657.1,1335.05,532.75,7254.25,119.35,14593.6,128.45,193,1522.72,21122.25,333.7,444.6,2200.65,191.1,483.7,775.1,1139.7,590.75,4219.2,157.75,251.1,273.7
06-Jan-20,380.2,1707.15,723.25,3037.65,3996.7,9042.7,469.15,449.65,242.75,3022.05,466.75,205.7,2878.85,20860.45,124.35,737,582,1240.95,2368.15,209.3,1915.45,2384.1,525.7,235.1,124.9,1469.4,738.85,264.25,1652.55,1316.75,524.5,7042.4,118.9,14416.65,126.25,193.1,1487.4,21064.4,319,439.95,2200.45,185.65,473.25,770.4,1158.6,584.95,4157.1,150.55,252.15,261.5
